ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1077,54,No,Travel_Frequently,1050,Research & Development,11,Master,Medical,Medium,Female,87,High,Very High,Manager,Very High,Divorced,16032,3,Y,No,20,Outstanding,Low,Low,26,2,Better,14,9,1,12
1078,29,Yes,Travel_Rarely,224,Research & Development,1,Master,Technical Degree,Low,Male,100,Medium,Low,Research Scientist,Low,Single,2362,6,Y,No,13,Excellent,High,None,11,2,Bad,9,7,0,7
1079,44,No,Travel_Rarely,136,Research & Development,28,Bachelor,Life Sciences,Very High,Male,32,High,Very High,Research Director,Low,Married,16328,3,Y,No,13,Excellent,High,Low,24,1,Best,20,6,14,17
1080,39,No,Travel_Rarely,1089,Research & Development,6,Bachelor,Life Sciences,Medium,Female,32,High,High,Manufacturing Director,Medium,Single,8376,4,Y,No,18,Excellent,Very High,None,9,3,Better,2,0,2,2
1081,46,No,Travel_Rarely,228,Sales,3,Bachelor,Life Sciences,High,Female,51,High,Very High,Manager,Medium,Married,16606,8,Y,No,12,Excellent,Very High,Low,23,2,Best,13,12,5,1
1082,35,No,Travel_Rarely,1029,Research & Development,16,Bachelor,Life Sciences,Very High,Female,91,Medium,High,Healthcare Representative,Medium,Single,8606,1,Y,No,19,Excellent,Very High,None,11,3,Bad,11,8,3,3
1083,23,No,Travel_Rarely,507,Research & Development,20,Below College,Life Sciences,Low,Male,97,High,Medium,Laboratory Technician,High,Single,2272,0,Y,No,14,Excellent,Medium,None,5,2,Better,4,3,1,2
1084,40,Yes,Travel_Rarely,676,Research & Development,9,Master,Life Sciences,Very High,Male,86,High,Low,Laboratory Technician,Low,Single,2018,3,Y,No,14,Excellent,Medium,None,15,3,Bad,5,4,1,0
1085,34,No,Travel_Rarely,971,Sales,1,Bachelor,Technical Degree,Very High,Male,64,Medium,High,Sales Executive,High,Married,7083,1,Y,Yes,14,Excellent,Very High,None,10,3,Better,10,9,8,6
1086,31,Yes,Travel_Frequently,561,Research & Development,3,Bachelor,Life Sciences,Very High,Female,33,High,Low,Research Scientist,High,Single,4084,1,Y,No,12,Excellent,Low,None,7,2,Bad,7,2,7,7
1087,50,No,Travel_Frequently,333,Research & Development,22,Doctor,Medical,High,Male,88,Low,Very High,Research Director,Very High,Single,14411,1,Y,Yes,13,Excellent,Very High,None,32,2,Better,32,6,13,9
1088,34,No,Travel_Rarely,1440,Sales,7,College,Technical Degree,Medium,Male,55,High,Low,Sales Representative,High,Married,2308,0,Y,Yes,25,Outstanding,Medium,Low,12,4,Better,11,10,5,7
1089,42,No,Travel_Rarely,1210,Research & Development,2,Bachelor,Medical,High,Male,68,Medium,Low,Laboratory Technician,Medium,Married,4841,4,Y,No,14,Excellent,Medium,Low,4,3,Better,1,0,0,0
1090,37,No,Travel_Rarely,674,Research & Development,13,Bachelor,Medical,Low,Male,47,High,Medium,Research Scientist,Very High,Married,4285,1,Y,No,17,Excellent,Low,None,10,2,Better,10,8,3,7
1091,29,No,Travel_Rarely,441,Research & Development,8,Below College,Other,High,Female,39,Low,Medium,Healthcare Representative,Low,Married,9715,3,Y,No,13,Excellent,High,Low,9,3,Better,7,7,0,7
1092,33,No,Travel_Rarely,575,Research & Development,25,Bachelor,Life Sciences,Very High,Male,44,Medium,Medium,Manufacturing Director,Medium,Single,4320,1,Y,No,13,Excellent,Very High,None,5,2,Better,5,3,0,2
1093,45,No,Travel_Rarely,950,Research & Development,28,Bachelor,Technical Degree,Very High,Male,97,High,Low,Research Scientist,Very High,Married,2132,4,Y,No,20,Outstanding,Very High,Low,8,3,Better,5,4,0,3
1094,42,No,Travel_Frequently,288,Research & Development,2,Bachelor,Life Sciences,Very High,Male,40,High,High,Healthcare Representative,Very High,Married,10124,2,Y,Yes,14,Excellent,High,Low,24,3,Bad,20,8,13,9
1095,40,No,Travel_Rarely,1342,Sales,9,College,Medical,Low,Male,47,High,Medium,Sales Executive,Low,Married,5473,0,Y,No,12,Excellent,Very High,None,9,5,Best,8,4,7,1
1096,33,No,Travel_Rarely,589,Research & Development,28,Master,Life Sciences,Medium,Male,79,High,Medium,Laboratory Technician,High,Married,5207,1,Y,Yes,12,Excellent,Medium,Low,15,3,Better,15,14,5,7
1097,40,No,Travel_Rarely,898,Human Resources,6,College,Medical,High,Male,38,High,Very High,Manager,Very High,Single,16437,1,Y,Yes,21,Outstanding,Very High,None,21,2,Better,21,7,7,7
1098,24,No,Travel_Rarely,350,Research & Development,21,College,Technical Degree,High,Male,57,Medium,Low,Laboratory Technician,Low,Divorced,2296,0,Y,No,14,Excellent,Medium,High,2,3,Better,1,1,0,0
1099,40,No,Non-Travel,1142,Research & Development,8,College,Life Sciences,Very High,Male,72,High,Medium,Healthcare Representative,Very High,Divorced,4069,3,Y,Yes,18,Excellent,High,None,8,2,Better,2,2,2,2
1100,45,No,Travel_Rarely,538,Research & Development,1,Master,Technical Degree,Low,Male,66,High,High,Healthcare Representative,Medium,Divorced,7441,1,Y,No,12,Excellent,Low,High,10,4,Better,10,8,7,7
1101,35,No,Travel_Rarely,1402,Sales,28,Master,Life Sciences,Medium,Female,98,Medium,Low,Sales Representative,High,Married,2430,0,Y,No,23,Outstanding,Low,Medium,6,5,Better,5,3,4,2
1102,32,No,Travel_Rarely,824,Research & Development,5,College,Life Sciences,Very High,Female,67,Medium,Medium,Research Scientist,Medium,Married,5878,3,Y,No,12,Excellent,Low,Low,12,2,Better,7,1,2,5
1103,36,No,Travel_Rarely,1157,Sales,2,Master,Life Sciences,High,Male,70,High,Low,Sales Representative,Very High,Single,2644,3,Y,Yes,21,Outstanding,Very High,None,7,3,Good,3,2,1,2
1104,48,No,Travel_Rarely,492,Sales,16,Master,Life Sciences,High,Female,96,High,Medium,Sales Executive,High,Divorced,6439,8,Y,No,14,Excellent,High,Low,18,2,Better,8,7,7,7
1105,29,No,Travel_Rarely,598,Research & Development,9,Bachelor,Life Sciences,High,Male,91,Very High,Low,Research Scientist,High,Married,2451,6,Y,No,18,Excellent,Low,Medium,5,2,Good,1,0,0,0
1106,33,No,Travel_Rarely,1242,Sales,8,Master,Life Sciences,Low,Male,46,High,Medium,Sales Executive,Low,Married,6392,2,Y,No,13,Excellent,Very High,Low,8,6,Bad,2,2,2,2
1107,30,Yes,Travel_Rarely,740,Sales,1,Bachelor,Life Sciences,Medium,Male,64,Medium,Medium,Sales Executive,Low,Married,9714,1,Y,No,11,Excellent,Very High,Low,10,4,Better,10,8,6,7
1108,38,No,Travel_Frequently,888,Human Resources,10,Master,Human Resources,High,Male,71,High,Medium,Human Resources,High,Married,6077,3,Y,No,11,Excellent,High,None,10,2,Better,6,3,1,2
1109,35,No,Travel_Rarely,992,Research & Development,1,Bachelor,Medical,Very High,Male,68,Medium,Low,Laboratory Technician,Low,Single,2450,1,Y,No,19,Excellent,Medium,None,3,3,Better,3,0,1,2
1110,30,No,Travel_Rarely,1288,Sales,29,Master,Technical Degree,High,Male,33,High,High,Sales Executive,Medium,Married,9250,3,Y,No,12,Excellent,Medium,Low,9,3,Better,4,2,1,3
1111,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,Low,Female,69,High,Low,Laboratory Technician,Low,Divorced,2074,1,Y,Yes,12,Excellent,Very High,Low,1,2,Better,1,0,0,0
1112,53,Yes,Travel_Rarely,607,Research & Development,2,Doctor,Technical Degree,High,Female,78,Medium,High,Manufacturing Director,Very High,Married,10169,0,Y,No,16,Excellent,Medium,Low,34,4,Better,33,7,1,9
1113,38,Yes,Travel_Rarely,903,Research & Development,2,Bachelor,Medical,High,Male,81,High,Medium,Manufacturing Director,Medium,Married,4855,4,Y,No,11,Excellent,Low,Medium,7,2,Better,5,2,1,4
1114,32,No,Non-Travel,1200,Research & Development,1,Master,Technical Degree,Very High,Male,62,High,Medium,Research Scientist,Low,Married,4087,4,Y,No,14,Excellent,Medium,Low,9,3,Good,6,5,1,2
1115,48,No,Travel_Rarely,1108,Research & Development,15,Master,Other,High,Female,65,High,Low,Research Scientist,Low,Married,2367,8,Y,No,12,Excellent,Very High,Low,10,3,Good,8,2,7,6
1116,34,No,Travel_Rarely,479,Research & Development,7,Master,Medical,Low,Male,35,High,Low,Research Scientist,Very High,Single,2972,1,Y,No,13,Excellent,High,None,1,4,Bad,1,0,0,0
1117,55,No,Travel_Rarely,685,Sales,26,Doctor,Marketing,High,Male,60,Medium,Very High,Manager,Very High,Married,19586,1,Y,No,21,Outstanding,High,Low,36,3,Better,36,6,2,13
1118,34,No,Travel_Rarely,1351,Research & Development,1,Master,Life Sciences,Medium,Male,45,High,Medium,Research Scientist,Very High,Married,5484,9,Y,No,17,Excellent,Medium,Low,9,3,Good,2,2,2,1
1119,26,No,Travel_Rarely,474,Research & Development,3,Bachelor,Life Sciences,Low,Female,89,High,Low,Research Scientist,Very High,Married,2061,1,Y,No,21,Outstanding,Low,None,1,5,Better,1,0,0,0
1120,38,No,Travel_Rarely,1245,Sales,14,Bachelor,Life Sciences,High,Male,80,High,Medium,Sales Executive,Medium,Married,9924,0,Y,No,11,Excellent,Very High,Low,10,3,Better,9,8,7,7
1121,38,No,Travel_Rarely,437,Sales,16,Bachelor,Life Sciences,Medium,Female,90,High,Medium,Sales Executive,Medium,Single,4198,2,Y,No,12,Excellent,Medium,None,8,5,Best,3,2,1,2
1122,36,No,Travel_Rarely,884,Sales,1,Master,Life Sciences,Medium,Female,73,High,Medium,Sales Executive,High,Single,6815,6,Y,No,13,Excellent,Low,None,15,5,Better,1,0,0,0
1123,29,No,Travel_Rarely,1370,Research & Development,3,Below College,Medical,Medium,Male,87,High,Low,Laboratory Technician,Low,Single,4723,1,Y,Yes,18,Excellent,Very High,None,10,3,Better,10,9,1,5
1124,35,No,Travel_Rarely,670,Research & Development,10,Master,Medical,Low,Female,51,High,Medium,Healthcare Representative,High,Single,6142,3,Y,Yes,16,Excellent,High,None,10,4,Better,5,2,0,4
1125,39,No,Travel_Rarely,1462,Sales,6,Bachelor,Medical,Very High,Male,38,Very High,High,Sales Executive,High,Married,8237,2,Y,No,11,Excellent,Low,Low,11,3,Better,7,6,7,6
1126,29,No,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,Low,Male,87,High,Medium,Healthcare Representative,Very High,Divorced,8853,1,Y,No,19,Excellent,Very High,Low,6,0,Best,6,4,1,3
1127,50,No,Travel_Rarely,264,Sales,9,Bachelor,Marketing,High,Male,59,High,Very High,Manager,High,Married,19331,4,Y,Yes,16,Excellent,High,Low,27,2,Better,1,0,0,0
1128,23,No,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,Very High,Male,45,Very High,Low,Research Scientist,High,Married,2073,2,Y,No,16,Excellent,Very High,Low,4,2,Better,2,2,2,2
1129,36,No,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,Low,Male,80,Very High,Medium,Laboratory Technician,Low,Married,5562,3,Y,Yes,13,Excellent,Very High,Low,9,3,Better,3,2,0,2
1130,42,No,Travel_Rarely,1059,Research & Development,9,College,Other,Very High,Male,93,Medium,Very High,Manager,Very High,Single,19613,8,Y,No,22,Outstanding,Very High,None,24,2,Better,1,0,0,1
1131,35,No,Travel_Rarely,750,Research & Development,28,Bachelor,Life Sciences,Medium,Male,46,Very High,Medium,Laboratory Technician,High,Married,3407,1,Y,No,17,Excellent,Very High,Medium,10,3,Good,10,9,6,8
1132,34,No,Travel_Frequently,653,Research & Development,10,Master,Technical Degree,Very High,Male,92,Medium,Medium,Healthcare Representative,High,Married,5063,1,Y,No,14,Excellent,Medium,Low,8,3,Good,8,2,7,7
1133,40,No,Travel_Rarely,118,Sales,14,College,Life Sciences,Very High,Female,84,High,Medium,Sales Executive,Low,Married,4639,1,Y,No,15,Excellent,High,Low,5,2,Better,5,4,1,2
1134,43,No,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,Very High,Male,87,Very High,Low,Laboratory Technician,Medium,Divorced,4876,5,Y,No,12,Excellent,High,Low,8,0,Better,6,4,0,2
1135,35,No,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,High,Male,63,Medium,Low,Laboratory Technician,Very High,Married,2690,1,Y,No,18,Excellent,Very High,Low,1,5,Good,1,0,0,1
1136,46,No,Travel_Rarely,563,Sales,1,Master,Life Sciences,Very High,Male,56,Very High,Very High,Manager,Low,Single,17567,1,Y,No,15,Excellent,Medium,None,27,5,Bad,26,0,0,12
1137,28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,High,Male,51,High,Low,Laboratory Technician,Medium,Married,2408,1,Y,Yes,17,Excellent,High,High,1,3,Better,1,1,0,0
1138,22,No,Non-Travel,457,Research & Development,26,College,Other,Medium,Female,85,Medium,Low,Research Scientist,High,Married,2814,1,Y,Yes,14,Excellent,Medium,None,4,2,Good,4,2,1,3
1139,50,No,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,Medium,Male,41,High,Very High,Healthcare Representative,High,Married,11245,2,Y,Yes,15,Excellent,High,Low,32,3,Better,30,8,12,13
1140,32,No,Travel_Rarely,634,Research & Development,5,Master,Other,Medium,Female,35,Very High,Low,Research Scientist,Very High,Married,3312,3,Y,No,17,Excellent,Very High,Medium,6,3,Better,3,2,0,2
1141,44,No,Travel_Rarely,1313,Research & Development,7,Bachelor,Medical,Medium,Female,31,High,Very High,Research Director,Very High,Divorced,19049,0,Y,Yes,14,Excellent,Very High,Low,23,4,Good,22,7,1,10
1142,30,No,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,Medium,Male,48,Medium,Low,Research Scientist,Medium,Married,2141,1,Y,No,12,Excellent,Medium,Low,6,3,Good,6,4,1,1
1143,45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,High,Female,50,Low,Medium,Laboratory Technician,Low,Single,5769,1,Y,Yes,14,Excellent,Low,None,10,3,Better,10,7,1,4
1144,45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,Low,Male,52,Medium,Medium,Sales Executive,Low,Married,4385,1,Y,No,15,Excellent,Low,Low,10,2,Better,10,7,4,5
1145,31,No,Travel_Frequently,715,Sales,2,Master,Other,Very High,Male,54,High,Medium,Sales Executive,Low,Single,5332,7,Y,No,13,Excellent,Very High,None,10,3,Better,5,2,0,3
1146,36,No,Travel_Rarely,559,Research & Development,12,Master,Life Sciences,High,Female,76,High,Medium,Manufacturing Director,High,Married,4663,9,Y,Yes,12,Excellent,Medium,Medium,7,2,Better,3,2,1,1
1147,34,No,Travel_Frequently,426,Research & Development,10,Master,Life Sciences,High,Male,42,Very High,Medium,Manufacturing Director,Very High,Divorced,4724,1,Y,No,13,Excellent,Low,Low,9,3,Better,9,7,7,2
1148,49,No,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,High,Female,84,High,Low,Laboratory Technician,Low,Married,3211,1,Y,No,14,Excellent,Very High,Low,10,3,Good,9,6,1,4
1149,39,No,Travel_Rarely,1387,Research & Development,10,Doctor,Medical,Medium,Male,76,High,Medium,Manufacturing Director,Low,Married,5377,2,Y,No,13,Excellent,Very High,High,10,3,Better,7,7,7,7
1150,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,Very High,Male,67,Medium,Low,Laboratory Technician,Low,Divorced,4066,1,Y,No,11,Excellent,Low,Medium,7,3,Better,7,7,0,7
1151,35,No,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,Medium,Male,48,Very High,Medium,Research Scientist,Low,Married,5208,1,Y,No,11,Excellent,Very High,None,16,2,Better,16,15,1,10
1152,28,No,Travel_Rarely,580,Research & Development,27,Bachelor,Medical,Medium,Female,39,Low,Medium,Manufacturing Director,Low,Divorced,4877,0,Y,No,21,Outstanding,Medium,Low,6,5,Good,5,3,0,0
1153,21,No,Travel_Rarely,546,Research & Development,5,Below College,Medical,High,Male,97,High,Low,Research Scientist,Very High,Single,3117,1,Y,No,18,Excellent,High,None,3,2,Better,2,2,2,2
1154,18,Yes,Travel_Frequently,544,Sales,3,College,Medical,Medium,Female,70,High,Low,Sales Representative,Very High,Single,1569,1,Y,Yes,12,Excellent,High,None,0,2,Best,0,0,0,0
1155,47,No,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,Very High,Female,98,High,Very High,Manager,High,Married,19658,3,Y,No,11,Excellent,High,Low,27,2,Better,5,2,1,0
1156,39,No,Travel_Rarely,170,Research & Development,3,College,Medical,High,Male,76,Medium,Medium,Laboratory Technician,High,Divorced,3069,0,Y,No,15,Excellent,Very High,Low,11,3,Better,10,8,0,7
1157,40,No,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,Low,Female,80,Medium,High,Manufacturing Director,High,Married,10435,1,Y,No,13,Excellent,Very High,Medium,18,2,Better,18,15,14,12
1158,35,No,Non-Travel,208,Research & Development,8,Master,Life Sciences,High,Female,52,High,Medium,Healthcare Representative,High,Married,4148,1,Y,No,12,Excellent,Very High,Low,15,5,Better,14,11,2,9
1159,37,No,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,High,Male,85,High,Medium,Manufacturing Director,High,Married,5768,3,Y,No,17,Excellent,Low,High,9,2,Good,4,3,0,2
1160,39,No,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,Low,Female,81,High,Medium,Manufacturing Director,High,Single,5042,0,Y,No,13,Excellent,Very High,None,10,2,Bad,9,2,3,8
1161,45,No,Travel_Rarely,1329,Research & Development,2,College,Other,Very High,Female,59,Medium,Medium,Manufacturing Director,Very High,Divorced,5770,1,Y,No,19,Excellent,Low,Medium,10,3,Better,10,7,3,9
1162,38,No,Travel_Rarely,397,Research & Development,2,College,Medical,Very High,Female,54,Medium,High,Manufacturing Director,High,Married,7756,3,Y,Yes,19,Excellent,Very High,Low,10,6,Best,5,4,0,2
1163,35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,Very High,Male,55,Medium,High,Sales Executive,Low,Married,10306,9,Y,No,17,Excellent,High,None,15,3,Better,13,12,6,0
1164,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,Medium,Female,71,High,Low,Research Scientist,Medium,Married,3936,1,Y,No,11,Excellent,Low,Low,8,2,Bad,8,4,7,7
1165,40,No,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,High,Female,84,High,High,Manufacturing Director,Very High,Single,7945,6,Y,Yes,15,Excellent,Very High,None,18,2,Good,4,2,3,3
1166,44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,Low,Male,37,High,Medium,Human Resources,Very High,Married,5743,4,Y,Yes,11,Excellent,High,None,14,3,Better,10,7,0,2
1167,48,No,Travel_Frequently,365,Research & Development,4,Doctor,Medical,High,Male,89,Medium,Very High,Manager,Very High,Married,15202,2,Y,No,25,Outstanding,Medium,Low,23,3,Better,2,2,2,2
1168,35,Yes,Travel_Rarely,763,Sales,15,College,Medical,Low,Male,59,Low,Medium,Sales Executive,Very High,Divorced,5440,6,Y,Yes,14,Excellent,Very High,Medium,7,2,Good,2,2,2,2
1169,24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,Low,Female,32,High,Low,Research Scientist,Very High,Single,3760,1,Y,Yes,13,Excellent,High,None,6,2,Better,6,3,1,3
1170,27,No,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,Medium,Female,86,Very High,Low,Research Scientist,High,Married,3517,7,Y,No,17,Excellent,Low,None,5,0,Better,3,2,0,2
1171,27,No,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,Very High,Male,87,High,Low,Research Scientist,Very High,Single,2580,2,Y,No,13,Excellent,High,None,6,0,Good,4,2,1,2
1172,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,Low,Male,73,High,Low,Laboratory Technician,Low,Single,2166,3,Y,Yes,14,Excellent,Medium,None,10,3,Bad,4,2,0,3
1173,29,No,Travel_Rarely,469,Sales,10,Bachelor,Medical,High,Male,42,Medium,Medium,Sales Executive,High,Single,5869,9,Y,No,11,Excellent,High,None,8,2,Better,5,2,1,4
1174,36,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,Medium,Female,42,High,High,Healthcare Representative,Low,Married,8008,4,Y,No,12,Excellent,High,Medium,9,6,Better,3,2,0,2
1175,25,No,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,Very High,Male,77,Very High,Medium,Manufacturing Director,High,Divorced,5206,1,Y,No,17,Excellent,High,Medium,7,6,Better,7,7,0,7
1176,39,No,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,Very High,Male,66,High,Medium,Manufacturing Director,Medium,Married,5295,4,Y,No,21,Outstanding,High,None,7,3,Better,5,4,1,0
1177,49,No,Travel_Rarely,301,Research & Development,22,Master,Other,Low,Female,72,High,Very High,Research Director,Medium,Married,16413,3,Y,No,16,Excellent,Medium,Medium,27,2,Better,4,2,1,2
1178,50,No,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,Very High,Female,50,Medium,High,Research Director,Low,Divorced,13269,5,Y,No,15,Excellent,High,High,19,3,Better,14,11,1,11
1179,20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,High,Female,31,High,Low,Sales Representative,High,Single,2783,1,Y,No,19,Excellent,Low,None,2,3,Better,2,2,2,2
1180,34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,Very High,Female,66,High,Medium,Research Scientist,Medium,Divorced,5433,1,Y,No,12,Excellent,High,Low,11,2,Better,11,8,7,9
1181,36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,Low,Male,77,High,Low,Laboratory Technician,Medium,Single,2013,2,Y,No,11,Excellent,High,None,15,4,Better,4,3,1,3
1182,49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,High,Female,41,Medium,Very High,Healthcare Representative,High,Married,13966,2,Y,Yes,19,Excellent,Medium,Low,30,3,Better,15,11,2,12
1183,36,No,Non-Travel,894,Research & Development,1,Master,Medical,Very High,Female,33,Medium,Medium,Manufacturing Director,High,Married,4374,0,Y,No,15,Excellent,High,None,4,6,Better,3,2,1,2
1184,36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,Very High,Male,79,Very High,Medium,Healthcare Representative,Low,Divorced,6842,6,Y,No,20,Outstanding,Low,Low,13,3,Better,5,4,0,4
1185,54,No,Travel_Rarely,584,Research & Development,22,Doctor,Medical,Medium,Female,91,High,Very High,Manager,High,Married,17426,3,Y,No,25,Outstanding,High,Low,36,6,Better,10,8,4,7
1186,43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,High,Male,65,Medium,Very High,Research Director,High,Married,17603,1,Y,No,24,Outstanding,Low,Low,14,3,Better,14,10,6,11
1187,35,Yes,Travel_Frequently,880,Sales,12,Master,Other,Very High,Male,36,High,Medium,Sales Executive,Very High,Single,4581,3,Y,Yes,24,Outstanding,Low,None,13,2,Best,11,9,6,7
1188,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,Very High,Male,90,High,Medium,Research Scientist,Very High,Married,4735,7,Y,No,15,Excellent,Very High,Medium,19,4,Best,13,11,2,9
1189,29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,Low,Male,43,Medium,Medium,Sales Executive,Medium,Divorced,4187,1,Y,Yes,13,Excellent,Medium,Low,10,3,Good,10,0,0,9
1190,33,No,Travel_Rarely,392,Sales,2,Master,Medical,Very High,Male,93,High,Medium,Sales Executive,Very High,Divorced,5505,1,Y,No,14,Excellent,High,Medium,6,5,Better,6,2,0,4
1191,32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,Very High,Male,45,High,Medium,Research Scientist,Medium,Divorced,5470,0,Y,No,13,Excellent,High,Medium,10,4,Good,9,5,1,6
1192,31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,Low,Female,67,High,Medium,Sales Executive,Very High,Married,5476,1,Y,No,11,Excellent,Low,Medium,10,2,Better,10,0,0,2
1193,49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,Very High,Female,74,High,Low,Laboratory Technician,Low,Divorced,2587,4,Y,Yes,16,Excellent,Medium,Low,17,2,Good,2,2,2,2
1194,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,Very High,Female,42,Medium,Low,Laboratory Technician,Medium,Single,2440,1,Y,No,22,Outstanding,Medium,None,4,3,Better,4,3,3,3
1195,47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,Medium,Female,47,Very High,Very High,Manager,Medium,Divorced,15972,6,Y,No,14,Excellent,High,High,29,2,Better,3,2,1,2
1196,49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,High,Male,36,High,Very High,Manager,High,Single,15379,4,Y,No,14,Excellent,Low,None,23,2,Better,8,7,0,0
1197,41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,Very High,Male,80,High,High,Sales Executive,High,Single,7082,3,Y,Yes,16,Excellent,Very High,None,21,2,Better,2,0,0,2
1198,20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,Very High,Male,54,High,Low,Sales Representative,Low,Single,2728,1,Y,No,11,Excellent,Low,None,2,3,Better,2,2,0,2
1199,33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,High,Female,36,High,Medium,Sales Executive,Very High,Divorced,5368,1,Y,Yes,25,Outstanding,High,Low,7,2,Better,6,5,1,2
1200,36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,Low,Male,80,High,Medium,Healthcare Representative,High,Married,5347,6,Y,No,14,Excellent,Medium,Medium,10,2,Good,3,2,0,2
1201,44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,High,Female,44,High,Low,Human Resources,Very High,Divorced,3195,4,Y,Yes,18,Excellent,Low,High,8,2,Better,2,2,2,2
1202,23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,Very High,Male,93,Medium,Low,Laboratory Technician,High,Single,3989,1,Y,Yes,11,Excellent,Low,None,5,2,Better,5,4,1,2
1203,38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,Very High,Female,87,High,Low,Laboratory Technician,High,Married,3306,7,Y,No,19,Excellent,Very High,Low,7,5,Good,0,0,0,0
1204,53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,Medium,Male,48,Very High,High,Healthcare Representative,Very High,Married,7005,3,Y,No,15,Excellent,High,None,11,2,Better,4,3,1,2
1205,48,Yes,Travel_Frequently,708,Sales,7,College,Medical,Very High,Female,95,High,Low,Sales Representative,High,Married,2655,2,Y,Yes,11,Excellent,High,Medium,19,3,Better,9,7,7,7
1206,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,Very High,Male,95,High,Low,Laboratory Technician,Medium,Single,1393,1,Y,No,12,Excellent,Low,None,1,2,Better,1,0,0,0
1207,26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,Very High,Male,76,High,Low,Laboratory Technician,Very High,Single,2570,1,Y,No,20,Outstanding,High,None,7,5,Better,7,7,5,7
1208,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,Low,Male,94,Medium,Low,Research Scientist,Medium,Divorced,3537,5,Y,No,12,Excellent,Very High,Low,8,1,Better,4,2,1,2
1209,34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,Medium,Male,57,Medium,Medium,Laboratory Technician,Very High,Married,3986,1,Y,No,14,Excellent,High,Low,15,3,Best,15,10,4,13
